GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
92106	OXNAD1	oxidoreductase NAD-binding domain containing 1	Q96HP4	19	0%	"APEX_matrix, GFP, mito protein domain, coexpression++, MS/MS++"	cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
26164	MTG2	mitochondrial ribosome-associated GTPase 2	GTPBP5, ObgH1, dJ1005F21.2, Q9H4K7	19	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	largeintestine, placenta
55157	DARS2	"aspartyl-tRNA synthetase 2, mitochondrial"	ASPRS, LBSL, MT-ASPRS, RP3-383J4.2, Q6PI48	19	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
51258	MRPL51	mitochondrial ribosomal protein L51	HSPC241, MRP64, bMRP64, Q4U2R6	19	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++"	cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
5091	PC	pyruvate carboxylase	PCB, P11498	19	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
171425	CLYBL	citrate lyase beta like	CLB, Q8N0X4	19	0%	"APEX_matrix, targetP signal+, induction, coexpression+, MS/MS++"	all 14
50640	PNPLA8	patatin-like phospholipase domain containing 8	IPLA2(GAMMA), IPLA2-2, IPLA2G, iPLA2gamma, Q9NP80	19	0%	"APEX_matrix, Rickettsial homolog, induction, coexpression++, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, testis
23417	MLYCD	malonyl-CoA decarboxylase	MCD, O95822	19	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
100996939	PYURF	PIGY upstream reading frame	PREY, Q96I23	19	0%	"targetP signal+, induction, coexpression++, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta
10245	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	DXS9822, TIM17B, O60830	19	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression, MS/MS+"	all 14
64983	MRPL32	mitochondrial ribosomal protein L32	L32mt, MRP-L32, bMRP-59b, Q9BYC8	19	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
115286	SLC25A26	"solute carrier family 25 (S-adenosylmethionine carrier), member 26"	SAMC, Q70HW3	19	0%	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	cerebrum, cerebellum, adipose, largeintestine, placenta, testis
58510	PRODH2	proline dehydrogenase (oxidase) 2	HSPOX1, Q9UF12	19	0%	"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS+"	kidney, liver
56954	NIT2	"nitrilase family, member 2"	HEL-S-8a, Q9NQR4	18	0%	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
112812	FDX1L	ferredoxin 1-like	FDX2, Q6P4F2	18	0%	"APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
7284	TUFM	"Tu translation elongation factor, mitochondrial"	COXPD4, EF-TuMT, EFTU, P43, P49411	18	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
4200	ME2	"malic enzyme 2, NAD(+)-dependent, mitochondrial"	ODS1, P23368	18	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
1339	COX6A2	cytochrome c oxidase subunit VIa polypeptide 2	COX6AH, COXVIAH, Q02221	18	0%	"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression"	heart, skeletalmuscle
10463	SLC30A9	"solute carrier family 30 (zinc transporter), member 9"	C4orf1, GAC63, HUEL, ZNT9, Q6PML9	18	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis
132001	TAMM41	"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)"	C3orf31, RAM41, TAM41, Q96BW9	18	0%	"GFP, yeast mito homolog++, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
100287932	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	TIM23, O14925	18	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	all 14
55005	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	C6orf96, COXPD11, RMD1, bA351K16, bA351K16.3, Q9NWS8	18	0%	"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis
9927	MFN2	mitofusin 2	CMT2A, CMT2A2, CPRP1, HSG, MARF, O95140	18	0%	"literature, mito protein domain+, induction, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis
728489	DNLZ	DNL-type zinc finger	C9orf151, HEP, HEP1, TIMM15, ZIM17, bA413M3.2, Q5SXM8	18	0%	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, heart, adipose, smallintestine, largeintestine, stomach, placenta
131474	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	MIA40, TIMM40, Q8N4Q1	18	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
4706	NDUFAB1	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa"	ACP, FASN2A, SDAP, O14561	18	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+"	all 14
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1	BUCS1, MACS1, Q08AH1	18	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	spinalcord, kidney, liver, smallintestine
493753	COA5	cytochrome c oxidase assembly factor 5	6330578E17Rik, C2orf64, Pet191, Q86WW8	18	0%	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, MS/MS"	adipose, placenta, testis
27235	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	CL640, COQ10D1, MSA1, Q96H96	18	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+"	none
57107	PDSS2	"prenyl (decaprenyl) diphosphate synthase, subunit 2"	C6orf210, COQ10D3, DLP1, bA59I9.3, hDLP1, Q86YH6	18	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+"	smallintestine, largeintestine
1962	EHHADH	"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"	ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE, Q08426	18	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta
4722	NDUFS3	"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"	CI-30, O75489	18	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
23456	ABCB10	"ATP-binding cassette, sub-family B (MDR/TAP), member 10"	EST20237, M-ABC2, MTABC2, Q9NRK6	18	0%	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
64432	MRPS25	mitochondrial ribosomal protein S25	MRP-S25, RPMS25, P82663	18	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	all 14
1160	CKMT2	"creatine kinase, mitochondrial 2 (sarcomeric)"	SMTCK, P17540	18	0%	"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
28976	ACAD9	"acyl-CoA dehydrogenase family, member 9"	NPD002, Q9H845	18	0%	"literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++"	all 14
51241	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	C14orf112, Q9P0S2	18	0%	"APEX_IMS, GFP, yeast mito homolog++, mito protein domain+, MS/MS+"	kidney, liver, adipose, largeintestine, placenta, testis
125228	FAM210A	"family with sequence similarity 210, member A"	C18orf19, HsT2329, Q96ND0	18	0%	"GFP, targetP signal, induction, coexpression++, MS/MS"	all 14
55856	ACOT13	acyl-CoA thioesterase 13	PNAS-27, THEM2, Q9NPJ3	18	0%	"mito protein domain, induction, coexpression, MS/MS++"	all 14
2710	GK	glycerol kinase	GK1, GKD, P32189	18	0%	"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, testis
1374	CPT1A	carnitine palmitoyltransferase 1A (liver)	CPT1, CPT1-L, L-CPT1, P50416	18	0%	"literature, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	all 14
10901	DHRS4	dehydrogenase/reductase (SDR family) member 4	CR, NRDR, PHCR, PSCD, SCAD-SRL, SDR-SRL, SDR25C1, SDR25C2, Q9BTZ2	18	0%	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
153768	PRELID2	PRELI domain containing 2	Q8N945	18	0%	"yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS"	largeintestine, stomach
79587	CARS2	"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"	Q9HA77	18	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression++, MS/MS"	cerebrum, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
2631	GBAS	glioblastoma amplified sequence	NIPSNAP2, O75323	18	0%	"literature, APEX_matrix, targetP signal+, induction, coexpression, MS/MS++"	all 14
125988	C19orf70	chromosome 19 open reading frame 70	P117, QIL1, Q5XKP0	17	0%	"induction, coexpression++, MS/MS++"	all 14
4713	NDUFB7	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa"	B18, CI-B18, P17568	17	0%	"literature, APEX_IMS, APEX_matrix, induction, coexpression++, MS/MS++"	all 14
51022	GLRX2	glutaredoxin 2	CGI-133, GRX2, Q9NS18	17	0%	"literature, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, largeintestine, placenta, testis
10884	MRPS30	mitochondrial ribosomal protein S30	MRP-S30, PAP, PDCD9, S30mt, Q9NP92	17	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	cerebrum, cerebellum, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
9997	SCO2	SCO2 cytochrome c oxidase assembly protein	CEMCOX1, MYP6, SCO1L, O43819	17	0%	"literature, APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	all 14
3028	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10	17b-HSD10, ABAD, CAMR, DUPXp11.22, ERAB, HADH2, HCD2, MHBD, MRPP2, MRX17, MRX31, MRXS10, SCHAD, SDR5C1, Q99714	17	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
79731	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	SLM5, asnRS, Q96I59	17	0%	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	spinalcord, adipose, largeintestine, stomach, placenta
285367	RPUSD3	RNA pseudouridylate synthase domain containing 3	Q6P087	17	0%	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	largeintestine
6821	SUOX	sulfite oxidase	P51687	17	0%	"APEX_IMS, targetP signal, mito protein domain+, coexpression, MS/MS++"	cerebrum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
1757	SARDH	sarcosine dehydrogenase	BPR-2, DMGDHL1, SAR, SARD, SDH, Q9UL12	17	0%	"literature, targetP signal+, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
10247	HRSP12	heat-responsive protein 12	P14.5, PSP, UK114, P52758	17	0%	"APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
1351	COX8A	cytochrome c oxidase subunit VIIIA (ubiquitous)	COX, COX8, COX8-2, COX8L, VIII, VIII-L, P10176	17	0%	"literature, targetP signal, mito protein domain+, coexpression+, MS/MS"	stomach, placenta, testis
6697	SPR	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"	SDR38C1, P35270	17	0%	"Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach
4358	MPV17	MpV17 mitochondrial inner membrane protein	MTDPS6, SYM1, P39210	17	0%	"literature, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	all 14
284273	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	Q8N4Q0	17	0%	"mito protein domain, induction, coexpression+, MS/MS++"	all 14
29074	MRPL18	mitochondrial ribosomal protein L18	L18mt, MRP-L18, Q9H0U6	17	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	all 14
219	ALDH1B1	"aldehyde dehydrogenase 1 family, member B1"	ALDH5, ALDHX, P30837	17	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	all 14
118487	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	C10orf34, C2360, MRP-S37, Q96BP2	17	0%	"GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression+, MS/MS"	cerebrum, cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
83733	SLC25A18	"solute carrier family 25 (glutamate carrier), member 18"	GC2, Q9H1K4	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
83447	SLC25A31	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	AAC4, ANT4, SFEC35kDa, Q9H0C2	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
79751	SLC25A22	"solute carrier family 25 (mitochondrial carrier: glutamate), member 22"	EIEE3, GC1, NET44, Q9H936	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
7419	VDAC3	voltage-dependent anion channel 3	HD-VDAC3, VDAC-3, Q9Y277	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
51660	MPC1	mitochondrial pyruvate carrier 1	BRP44L, MPYCD, dJ68L15.3, Q9Y5U8	17	0%	"GFP, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
29957	SLC25A24	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24"	APC1, SCAMC-1, Q6NUK1	17	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS++"	adipose, smallintestine, largeintestine, stomach, placenta, testis
1678	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	DDP, DDP1, DFN1, MTS, TIM8, O60220	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
51095	TRNT1	"tRNA nucleotidyl transferase, CCA-adding, 1"	CCA1, MtCCA, Q96Q11	17	0%	"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, MS/MS"	spinalcord, adipose, placenta, testis
3416	IDE	insulin-degrading enzyme	INSULYSIN, P14735	17	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
373156	GSTK1	glutathione S-transferase kappa 1	GST, GST 13-13, GST13, GST13-13, GSTK1-1, hGSTK1, Q9Y2Q3	17	0%	"literature, mito protein domain+, coexpression+, MS/MS++"	all 14
57176	VARS2	"valyl-tRNA synthetase 2, mitochondrial"	G7a, VARS2L, VARSL, Q5ST30	17	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
3336	HSPE1	heat shock 10kDa protein 1	CPN10, EPF, GROES, HSP10, P61604	17	0%	"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
116541	MRPL54	mitochondrial ribosomal protein L54	L54mt, MRP-L54, Q6P161	17	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
64978	MRPL38	mitochondrial ribosomal protein L38	L38MT, MRP-L3, MRP-L38, RPML3, Q96DV4	17	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression++, MS/MS+"	cerebrum, spinalcord, heart, smallintestine, largeintestine, stomach, placenta, testis
3396	ICT1	immature colon carcinoma transcript 1	DS-1, DS1, MRP-L58, Q14197	17	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS"	all 14
23787	MTCH1	mitochondrial carrier 1	CGI-64, PIG60, PSAP, SLC25A49, Q9NZJ7	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
